characterID,character_name,movieID,movie_title,gender
u3522,COFFEY,m232,the abyss,m
u3523,HIPPY,m232,the abyss,m
u3524,JAMMER,m232,the abyss,m
u3525,LINDSEY,m232,the abyss,f
u3526,MONK,m232,the abyss,m
u3527,ONE NIGHT,m232,the abyss,f
u3528,SONNY,m232,the abyss,m
u3579,BROUSSARD,m236,alien,n
u3580,COMPUTER,m236,alien,n
u3581,FAUST,m236,alien,n
u3582,HUNTER,m236,alien,n
u3583,MELKONIS,m236,alien,n
u3584,ROBY,m236,alien,n
u3585,STANDARD,m236,alien,n
u3586,ACKLAND,m237,alien vs. predator,m
u3587,BEAUVAIS,m237,alien vs. predator,f
u3588,CASSIE,m237,alien vs. predator,f
u3589,DE VRIES,m237,alien vs. predator,f
u3590,DILLER,m237,alien vs. predator,m
u3591,DRISCOLL,m237,alien vs. predator,m
u3592,GUTTIEREZ,m237,alien vs. predator,m
u3593,HIROKO,m237,alien vs. predator,f
u3594,KAMEN,m237,alien vs. predator,m
u3595,MINH,m237,alien vs. predator,m
u3596,PARSONS,m237,alien vs. predator,m
u3597,REVNA,m237,alien vs. predator,f
u3598,YORK,m237,alien vs. predator,m
u3824,BIFF,m253,back to the future,m
u3825,CLERK,m253,back to the future,x
u3826,DICK,m253,back to the future,m
u3827,EILEEN,m253,back to the future,f
u3828,GEORGE,m253,back to the future,m
u3829,MARTY,m253,back to the future,m
u3830,MR. ARKY,m253,back to the future,m
u3831,N.R.C. AGENT REESE,m253,back to the future,x
u3832,OPERATOR,m253,back to the future,n
u3833,PROFESSOR EMMETT BROWN,m253,back to the future,m
u3834,SUZY,m253,back to the future,f
u3835,WAITRESS,m253,back to the future,f
u3848,BILLY,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3849,BUCKAROO BANZAI,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3850,BUCKAROO BANZAI ON TV,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3851,CASPER LINDLEY,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3852,JOHN BIGBOOTÉ,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3853,JOHN O'CONNOR,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3854,JOHN PARKER,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3855,NATIONAL SECURITY MAN,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3856,NEW JERSEY,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3857,PENNY PRIDDY,m255,the adventures of buckaroo banzai across the 8th dimension,f
u3858,PERFECT TOMMY,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3859,PRESIDENT WIDMARK,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3860,PROF. HIKITA,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3861,RAWHIDE,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3862,RENO,m255,the adventures of buckaroo banzai across the 8th dimension,m
u3863,TV ANCHORWOMAN,m255,the adventures of buckaroo banzai across the 8th dimension,f
u4233,DOWSER,m283,brazil,m
u4234,GENT,m283,brazil,m
u4235,GIRL,m283,brazil,f
u4236,GIRL BUTTLE,m283,brazil,f
u4237,HELPMANN,m283,brazil,m
u4238,INTERVIEWER,m283,brazil,m
u4239,JACK,m283,brazil,m
u4240,JILL,m283,brazil,f
u4241,KURTZMAN,m283,brazil,m
u4242,LIME,m283,brazil,m
u4243,MATTHEWS,m283,brazil,x
u4244,MOTHER,m283,brazil,f
u4245,MRS BUTTLE,m283,brazil,f
u4246,MRS TERRAIN,m283,brazil,f
u4247,PHONE VOICE,m283,brazil,x
u4248,PORTER,m283,brazil,m
u4249,SAM,m283,brazil,m
u4250,SPIRO,m283,brazil,m
u4251,SPOOR,m283,brazil,m
u4252,TUTTLE,m283,brazil,m
u4555,ALEX,m301,a clockwork orange,m
u4556,CATLADY,m301,a clockwork orange,f
u4557,CHECK-IN,m301,a clockwork orange,m
u4558,CHIEF GUARD,m301,a clockwork orange,m
u4559,DELTOID,m301,a clockwork orange,m
u4560,DIM,m301,a clockwork orange,m
u4561,DOLIN,m301,a clockwork orange,m
u4562,DR. BRANOM,m301,a clockwork orange,f
u4563,DR. BRODSKY,m301,a clockwork orange,m
u4564,DR. TAYLOR,m301,a clockwork orange,f
u4565,EM,m301,a clockwork orange,f
u4566,GEORGIE,m301,a clockwork orange,m
u4567,GOVERNOR,m301,a clockwork orange,m
u4568,LARDFACE,m301,a clockwork orange,m
u4569,MINISTER,m301,a clockwork orange,m
u4570,MR. ALEXANDER,m301,a clockwork orange,m
u4571,PEE,m301,a clockwork orange,m
u4572,PRIEST,m301,a clockwork orange,m
u4573,RUBINSTEIN,m301,a clockwork orange,x
u4574,TRAMP,m301,a clockwork orange,m
u4599,A.T.L.,m304,contact,x
u4600,CHAIRMAN,m304,contact,m
u4601,DRUMLIN,m304,contact,m
u4602,ELLIE,m304,contact,f
u4603,HADDEN,m304,contact,m
u4604,JEAN-CLAUDE,m304,contact,m
u4605,JOSS,m304,contact,m
u4606,KENT,m304,contact,m
u4607,KITZ,m304,contact,m
u4608,LUNACHARSKY,m304,contact,m
u4609,PETER,m304,contact,m
u4610,PRESIDENT LASKER,m304,contact,f
u4611,PROJECT OFFICIAL,m304,contact,m
u4612,TED,m304,contact,m
u4613,WILLIE,m304,contact,m
u4739,BARBER,m315,dark city,m
u4740,BUMSTEAD,m315,dark city,m
u4741,COP,m315,dark city,m
u4742,KARL,m315,dark city,m
u4743,MISS CRENSHAW,m315,dark city,f
u4744,MISTER BLACK,m315,dark city,m
u4745,PRIEST,m315,dark city,m
u4746,SCHREBER,m315,dark city,m
u4747,STROMBOLI,m315,dark city,m
u4748,THOMPSON,m315,dark city,x
u4749,WHITE,m315,dark city,x
u4750,WIFE,m315,dark city,f
u4760,CHICO,m317,day of the dead,m
u4761,DIESEL,m317,day of the dead,m
u4762,GASPARILLA,m317,day of the dead,m
u4763,JOHN,m317,day of the dead,m
u4764,JULIE,m317,day of the dead,f
u4765,LOGAN,m317,day of the dead,m
u4766,MARIA,m317,day of the dead,f
u4767,MARY,m317,day of the dead,f
u4768,MIGUEL,m317,day of the dead,m
u4769,RHODES,m317,day of the dead,m
u4770,SARAH,m317,day of the dead,f
u4771,TOBY,m317,day of the dead,m
u4772,TONY,m317,day of the dead,m
u4773,TRICKS,m317,day of the dead,x
u4789,CAPTAIN,m319,deep rising,x
u4790,FINNEGAN,m319,deep rising,m
u4791,HANOVER,m319,deep rising,m
u4792,MAMOOLI,m319,deep rising,m
u4793,MULLIGAN,m319,deep rising,m
u4794,PANTUCCI,m319,deep rising,m
u4795,TRILLIAN,m319,deep rising,f
u4796,VIVO,m319,deep rising,m
u4813,BENNETT,m321,demolition man,x
u4814,CASSY,m321,demolition man,f
u4815,DUBBS,m321,demolition man,m
u4816,GALLAGHER,m321,demolition man,m
u4817,KIMBERLY,m321,demolition man,f
u4818,PEEBLES,m321,demolition man,m
u4819,SANCHEZ,m321,demolition man,m
u4820,SHEPPARD,m321,demolition man,n
u4821,WADE,m321,demolition man,m
u4822,WARDEN,m321,demolition man,n
u4823,WHORE,m321,demolition man,f
u4824,WILLY,m321,demolition man,m
u4921,BARON,m328,m,m
u4922,DUKE LETO,m328,dune,m
u4923,EMPEROR,m328,dune,m
u4924,GURNEY,m328,dune,m
u4925,JESSICA,m328,dune,f
u4926,KYNES,m328,dune,m
u4927,MAPES,m328,dune,f
u4928,NAVIGATOR,m328,dune,m
u4929,PAUL,m328,dune,m
u4930,PITER,m328,dune,m
u4931,REVEREND MOTHER,m328,dune,f
u4932,STILGAR,m328,dune,m
u4933,THUFIR,m328,dune,m
u5113,BRAZEN,m339,escape from l.a.,m
u5114,CUERVO JONES,m339,escape from l.a.,m
u5115,HERSHE,m339,escape from l.a.,m
u5116,MALLOY,m339,escape from l.a.,m
u5117,MAP TO THE STARS EDDIE,m339,escape from l.a.,m
u5118,PENDEJO BOB,m339,escape from l.a.,m
u5119,PIPELINE,m339,escape from l.a.,m
u5120,PLISSKEN,m339,escape from l.a.,m
u5121,PRESIDENT,m339,escape from l.a.,m
u5122,SPINAL,m339,escape from l.a.,m
u5123,TASLIMA,m339,escape from l.a.,f
u5124,UTOPIA,m339,escape from l.a.,f
u5177,ARCHER,m343,face/off,m
u5178,BUZZ,m343,face/off,m
u5179,CASTOR,m343,face/off,m
u5180,DIETRICH,m343,face/off,m
u5181,DR. GARDNER,m343,face/off,x
u5182,EVE,m343,face/off,f
u5183,JAMIE,m343,face/off,f
u5184,KIMBERLY,m343,face/off,f
u5185,LAZARRO,m343,face/off,m
u5186,POLLUX,m343,face/off,m
u5187,SASHA,m343,face/off,f
u5188,TITO,m343,face/off,m
u5189,WALTON,m343,face/off,m
u5190,WANDA,m343,face/off,f
u5191,WAXY,m343,face/off,x
u5210,ALICIA,m345,the fantastic four,f
u5211,BEN,m345,the fantastic four,m
u5212,DEBBIE,m345,the fantastic four,f
u5213,DOCTOR,m345,the fantastic four,m
u5214,JOHNNY,m345,the fantastic four,m
u5215,LEONARD,m345,the fantastic four,m
u5216,REED,m345,the fantastic four,m
u5217,SEXY NURSE,m345,the fantastic four,f
u5218,SUE,m345,the fantastic four,f
u5219,THE THING,m345,the fantastic four,m
u5220,VICTOR,m345,the fantastic four,m
u5392,DARYL,m358,frequency,m
u5393,DESK SGT.,m358,frequency,n
u5394,FRANK,m358,frequency,m
u5395,GIBSON,m358,frequency,m
u5396,GORDO,m358,frequency,m
u5397,JOHN,m358,frequency,m
u5398,JOHNNY,m358,frequency,m
u5399,JULIA,m358,frequency,f
u5400,SATCH,m358,frequency,m
u5401,SHEPARD,m358,frequency,m
u5402,SUPERVISOR,m358,frequency,n
u5478,ANTON,m365,gattaca,m
u5479,ANTONIO,m365,gattaca,m
u5480,CAESAR,m365,gattaca,m
u5481,DETECTIVE HUGO,m365,gattaca,m
u5482,DIRECTOR JOSEF,m365,gattaca,m
u5483,EUGENE,m365,gattaca,m
u5484,GENETICIST,m365,gattaca,m
u5485,GERMAN,m365,gattaca,m
u5486,HUGO,m365,gattaca,m
u5487,INVESTIGATOR,m365,gattaca,m
u5488,IRENE,m365,gattaca,f
u5489,JEROME,m365,gattaca,m
u5490,LAMAR,m365,gattaca,m
u5491,MARIA,m365,gattaca,f
u5492,NURSE,m365,gattaca,f
u5493,VINCENT,m365,gattaca,m
u5849,BEDSOE,m388,highlander iii: the sorcerer,m
u5850,CAPTAIN,m388,highlander iii: the sorcerer,m
u5851,CAVANAUGH,m388,highlander iii: the sorcerer,m
u5852,DETECTIVE GRELEY,m388,highlander iii: the sorcerer,m
u5853,FARMER,m388,highlander iii: the sorcerer,m
u5854,HOODED MAN,m388,highlander iii: the sorcerer,x 
u5855,ISABELLE,m388,highlander iii: the sorcerer,f
u5856,JENNIFER,m388,highlander iii: the sorcerer,f
u5857,KILVARA,m388,highlander iii: the sorcerer,m
u5858,MACLEOD,m388,highlander iii: the sorcerer,m
u5859,MCCLEOD,m388,highlander iii: the sorcerer,m
u5860,MR. PARKER,m388,highlander iii: the sorcerer,m
u5861,OLD MAN,m388,highlander iii: the sorcerer,m
u5862,PROFESSOR DAJORSKI,m388,highlander iii: the sorcerer,m
u5863,RACHEL,m388,highlander iii: the sorcerer,f
u5864,REPORTER,m388,highlander iii: the sorcerer,n
u5865,ROBBERY DETECTIVE,m388,highlander iii: the sorcerer,m
u5866,SARAH,m388,highlander iii: the sorcerer,f
u5867,TELLER,m388,highlander iii: the sorcerer,f
u5868,VIEIRA,m388,highlander iii: the sorcerer,m
u6145,AMANDA,m409,jurassic park iii,f
u6146,BILLY,m409,jurassic park iii,m
u6147,ELLIE,m409,jurassic park iii,f
u6148,ERIC,m409,jurassic park iii,m
u6149,GRANT,m409,jurassic park iii,m
u6150,PAUL,m409,jurassic park iii,m
u6151,AJAY,m410,the lost world: jurassic park,m
u6152,EDDIE,m410,the lost world: jurassic park,m
u6153,HAMMOND,m410,the lost world: jurassic park,m
u6154,JUTTSON,m410,the lost world: jurassic park,m
u6155,KELLY,m410,the lost world: jurassic park,f
u6156,LUDLOW,m410,the lost world: jurassic park,m
u6157,MALCOLM,m410,the lost world: jurassic park,m
u6158,NICK,m410,the lost world: jurassic park,m
u6159,ROLAND,m410,the lost world: jurassic park,m
u6160,SARAH,m410,the lost world: jurassic park,f
u6161,ARNOLD,m411,jurassic park,m
u6162,DODGSON,m411,jurassic park,m
u6163,ELLIE,m411,jurassic park,f
u6164,GENNARO,m411,jurassic park,m
u6165,GRANT,m411,jurassic park,m
u6166,HAMMOND,m411,jurassic park,m
u6167,HARDING,m411,jurassic park,m
u6168,LEX,m411,jurassic park,f
u6169,MALCOLM,m411,jurassic park,m
u6170,MULDOON,m411,jurassic park,m
u6171,NEDRY,m411,jurassic park,m
u6172,ROSTAGNO,m411,jurassic park,m
u6173,TIM,m411,jurassic park,m
u6182,ANNA,m413,kafka,f
u6183,ASSISTANTS,m413,kafka,m
u6184,BEARDED ANARCHIST,m413,kafka,m
u6185,BIZZLEBEK,m413,kafka,m
u6186,BURGEL,m413,kafka,m
u6187,CHIEF CLERK,m413,kafka,m
u6188,GABRIELA,m413,kafka,f
u6189,INSPECTOR,m413,kafka,m
u6190,KAFKA,m413,kafka,m
u6191,KEEPER,m413,kafka,m
u6192,LUDWIG,m413,kafka,m
u6193,MURNAU,m413,kafka,m
u6194,OSKAR,m413,kafka,m
u6195,POCKMARKED ANARCHIST,m413,kafka,m
u6289,BECK,m421,leviathan,m
u6290,BOWMAN,m421,leviathan,m
u6291,COBB,m421,leviathan,m
u6292,DEJESUS,m421,leviathan,m
u6293,DOC,m421,leviathan,m
u6294,JONES,m421,leviathan,m
u6295,MARTIN,m421,leviathan,f
u6296,SIXPACK,m421,leviathan,m
u6297,WILLIE,m421,leviathan,f
u6298,WILLIE'S VOICE,m421,leviathan,f
u6516,AGENT JONES,m433,the matrix,m
u6517,AGENT SMITH,m433,the matrix,m
u6518,APOC,m433,the matrix,m
u6519,CHOI,m433,the matrix,m
u6520,CYPHER,m433,the matrix,m
u6521,LIEUTENANT,m433,the matrix,m
u6522,MORPHEUS,m433,the matrix,m
u6523,NEO,m433,the matrix,m
u6524,ORACLE,m433,the matrix,f
u6525,SWITCH,m433,the matrix,n
u6526,TANK,m433,the matrix,m
u6527,TRINITY,m433,the matrix,f
u6528,BOY,m434,halloween iii: season of the witch,m
u6529,BOY #1,m434,halloween iii: season of the witch,m
u6530,BOY #2,m434,halloween iii: season of the witch,m
u6531,BOYS,m434,halloween iii: season of the witch,m
u6532,CHARLIE,m434,halloween iii: season of the witch,m
u6533,DIANE,m434,halloween iii: season of the witch,f
u6534,GIOVANNI,m434,halloween iii: season of the witch,m
u6535,JIMMY,m434,halloween iii: season of the witch,m
u6536,JOEY,m434,halloween iii: season of the witch,m
u6537,JOHNNY BOY,m434,halloween iii: season of the witch,m
u6538,MARIO,m434,halloween iii: season of the witch,m
u6539,MICHAEL,m434,halloween iii: season of the witch,m
u6540,OSCAR,m434,halloween iii: season of the witch,m
u6541,SAL,m434,halloween iii: season of the witch,f
u6542,TERESA,m434,halloween iii: season of the witch,f
u6543,TONY,m434,halloween iii: season of the witch,m
u6604,JEREMY,m440,mimic,m
u6605,JOSH,m440,mimic,m
u6606,LEONARD,m440,mimic,m
u6607,MANNY,m440,mimic,m
u6608,PETER,m440,mimic,m
u6609,RICKY,m440,mimic,m
u6610,SIRI,m440,mimic,f
u6611,SUSAN,m440,mimic,f
u6841,3JANE,m457,neuromancer,f
u6842,AEROL,m457,neuromancer,m
u6843,ARMITAGE,m457,neuromancer,m
u6844,BAO/WINTERMUTE,m457,neuromancer,m
u6845,CASE,m457,neuromancer,m
u6846,DIXIE,m457,neuromancer,m
u6847,JULIUS/WINTERMUTE,m457,neuromancer,m
u6848,LINDA LEE,m457,neuromancer,f
u6849,MAELCOM,m457,neuromancer,m
u6850,MCCOY,m457,neuromancer,x
u6851,MOLLY,m457,neuromancer,f
u6852,RATZ,m457,neuromancer,m
u6853,RIVIERA,m457,neuromancer,m
u7054,AUDREY,m472,pitch black,f
u7055,FRY,m472,pitch black,f
u7056,IMAM,m472,pitch black,m
u7057,JOHNS,m472,pitch black,m
u7058,OWENS,m472,pitch black,m
u7059,PARIS,m472,pitch black,m
u7060,RIDDICK,m472,pitch black,m
u7061,SHAZZA,m472,pitch black,f
u7062,ZEKE,m472,pitch black,m
u7063,CORNELIUS,m473,planet of the apes,m
u7064,DODGE,m473,planet of the apes,m
u7065,GALEN,m473,planet of the apes,m
u7066,HONORIUS,m473,planet of the apes,m
u7067,JULIUS,m473,planet of the apes,m
u7068,LANDON,m473,planet of the apes,m
u7069,LUCIUS,m473,planet of the apes,m
u7070,MAXIMUS,m473,planet of the apes,m
u7071,PRESIDENT,m473,planet of the apes,m
u7072,TAYLOR,m473,planet of the apes,m
u7073,ZAIUS,m473,planet of the apes,m
u7074,ZIRA,m473,planet of the apes,f
u7125,BILLY,m478,predator,m
u7126,DILLON,m478,predator,m
u7127,MAC,m478,predator,m
u7128,PHILIPS,m478,predator,m
u7129,RAMIREZ,m478,predator,m
u7130,SCHAEFER,m478,predator,m
u7241,ACKBAR,m489,star wars: episode vi - return of the jedi,m
u7242,BEN,m489,star wars: episode vi - return of the jedi,m
u7243,BOUSHH,m489,star wars: episode vi - return of the jedi,m
u7244,EMPEROR,m489,star wars: episode vi - return of the jedi,m
u7245,HAN,m489,star wars: episode vi - return of the jedi,m
u7246,JERJERROD,m489,star wars: episode vi - return of the jedi,m
u7247,LANDO,m489,star wars: episode vi - return of the jedi,m
u7248,LEIA,m489,star wars: episode vi - return of the jedi,f
u7249,LUKE,m489,star wars: episode vi - return of the jedi,m
u7250,NINEDENINE,m489,star wars: episode vi - return of the jedi,f
u7251,THREEPIO,m489,star wars: episode vi - return of the jedi,m
u7252,VADER,m489,star wars: episode vi - return of the jedi,m
u7253,WEDGE,m489,star wars: episode vi - return of the jedi,m
u7254,YODA,m489,star wars: episode vi - return of the jedi,m
u7706,CHURCH,m521,soldier,m
u7707,MEKUM,m521,soldier,m
u7776,ANNA,m526,spacejacked,f
u7777,BARNES,m526,spacejacked,m
u7778,CARLO,m526,spacejacked,m
u7779,DAWN,m526,spacejacked,f
u7780,DELBERT,m526,spacejacked,m
u7781,JACK,m526,spacejacked,m
u7782,MAC,m526,spacejacked,m
u7783,MONICA,m526,spacejacked,f
u7784,PILOT,m526,spacejacked,x
u7785,REYNOLDS,m526,spacejacked,m
u7786,TAYLOR,m526,spacejacked,m
u7787,WARREN,m526,spacejacked,m
u7788,WAYNE,m526,spacejacked,m
u7804,ARTHUR,m528,sphere,m
u7805,BARNES,m528,sphere,m
u7806,BETH,m528,sphere,f
u7807,EDMUNDS,m528,sphere,m
u7808,FLETCHER,m528,sphere,m
u7809,HARRY,m528,sphere,m
u7810,NAVY SEAMAN,m528,sphere,m
u7811,NORMAN,m528,sphere,m
u7812,OFFICER,m528,sphere,x
u7813,PILOT,m528,sphere,x
u7814,TED,m528,sphere,m
u7815,WIFE,m528,sphere,f
u7816,BEN,m529,star wars,m
u7817,BIGGS,m529,star wars,m
u7818,BLUE LEADER,m529,star wars,x
u7819,COMMANDER,m529,star wars,m
u7820,CONTROLLER,m529,star wars,x
u7821,HAN,m529,star wars,m
u7822,INTERCOM VOICE,m529,star wars,x
u7823,LEIA,m529,star wars,f
u7824,LUKE,m529,star wars,m
u7825,OWEN,m529,star wars,m
u7826,THREEPIO,m529,star wars,m
u7827,VADER,m529,star wars,m
u7828,ACE,m530,starship troopers,m
u7829,C.O.,m530,starship troopers,m
u7830,CARL,m530,starship troopers,m
u7831,CARMEN,m530,starship troopers,f
u7832,DELADIER,m530,starship troopers,f
u7833,DIZZY,m530,starship troopers,f
u7834,FATHER,m530,starship troopers,m
u7835,GILLESPIE,m530,starship troopers,m
u7836,INTELLIGENCE OFFICER,m530,starship troopers,x
u7837,JOHNNY,m530,starship troopers,m
u7838,MOTHER,m530,starship troopers,f
u7839,PSYCH OFFICER,m530,starship troopers,x
u7840,RASCZAK,m530,starship troopers,m
u7841,RODGER YOUNG,m530,starship troopers,x
u7842,SUGAR WATKINS,m530,starship troopers,m
u7843,ZANDER,m530,starship troopers,m
u7844,ZIM,m530,starship troopers,m
u7846,CHEKOV,m531,star trek: the motion picture,m
u7847,DECKER,m531,star trek: the motion picture,m
u7848,ILIA,m531,star trek: the motion picture,f
u7849,KIRK,m531,star trek: the motion picture,m
u7850,SCOTT,m531,star trek: the motion picture,m
u7851,SCOTT'S INTERCOM VOICE,m531,star trek: the motion picture,x
u7852,SONAK,m531,star trek: the motion picture,m
u7853,SPOCK,m531,star trek: the motion picture,m
u7854,SULU,m531,star trek: the motion picture,m
u7855,UHURA,m531,star trek: the motion picture,f
u7967,ALURA,m540,supergirl,f
u7968,BIANCA,m540,supergirl,f
u7969,ELDERLY MAN,m540,supergirl,f
u7970,ETHAN,m540,supergirl,m
u7971,GEORGE,m540,supergirl,m
u7972,JIMMY,m540,supergirl,m
u7973,KARA,m540,supergirl,f
u7974,LINDA,m540,supergirl,f
u7975,LUCY,m540,supergirl,f
u7976,MR. DANVERS,m540,supergirl,m
u7977,NIGEL,m540,supergirl,m
u7978,SELENA,m540,supergirl,f
u7979,SUPERGIRL,m540,supergirl,f
u7980,ZALTAR,m540,supergirl,m
u7981,ZOR-EL,m540,supergirl,m
u7982,BRAD,m541,superman iii,m
u7983,CLARK,m541,superman iii,m
u7984,CLERK,m541,superman iii,x
u7985,FRED,m541,superman iii,m
u7986,GUS,m541,superman iii,m
u7987,JIMMY,m541,superman iii,m
u7988,LANA,m541,superman iii,f
u7989,LOIS,m541,superman iii,f
u7990,LORELEI,m541,superman iii,f
u7991,MISS HENDERSON,m541,superman iii,f
u7992,PERRY,m541,superman iii,m
u7993,RICKY,m541,superman iii,m
u7994,ROSS,m541,superman iii,m
u7995,SIMPSON,m541,superman iii,m
u7996,SUPERMAN,m541,superman iii,m
u7997,VERA,m541,superman iii,f
u7998,CLARK,m542,superman ii,m
u7999,EVE,m542,superman ii,f
u8000,FIRST CONTROLLER,m542,superman ii,m
u8001,JIMMY,m542,superman ii,m
u8002,LARA,m542,superman ii,f
u8003,LEX,m542,superman ii,m
u8004,LOIS,m542,superman ii,f
u8005,LUTHOR,m542,superman ii,m
u8006,OTIS,m542,superman ii,m
u8007,PERRY,m542,superman ii,m
u8008,PRESIDENT,m542,superman ii,m
u8009,SECOND CONTROLLER,m542,superman ii,m
u8010,SECOND REPORTER,m542,superman ii,m
u8011,SPOKESMAN,m542,superman ii,m
u8012,SUPERMAN,m542,superman ii,m
u8013,URSA,m542,superman ii,f
u8014,ZOD,m542,superman ii,m
u8015,CLARK,m543,superman iv: the quest for peace,m
u8016,HOWLER,m543,superman iv: the quest for peace,m
u8017,JEREMY,m543,superman iv: the quest for peace,m
u8018,LACY,m543,superman iv: the quest for peace,f
u8019,LENNY,m543,superman iv: the quest for peace,m
u8020,LEX,m543,superman iv: the quest for peace,m
u8021,LOIS,m543,superman iv: the quest for peace,f
u8022,NUCLEAR MAN,m543,superman iv: the quest for peace,m
u8023,SUPERMAN,m543,superman iv: the quest for peace,m
u8024,WARFIELD,m543,superman iv: the quest for peace,f
u8025,ALBERT,m544,superman,x
u8026,CLARK,m544,superman,m
u8027,EVE,m544,superman,f
u8028,FIRST ELDER,m544,superman,m
u8029,JIMMY,m544,superman,m
u8030,JONATHAN,m544,superman,m
u8031,JOR-EL,m544,superman,m
u8032,LARA,m544,superman,f
u8033,LOIS,m544,superman,f
u8034,LUTHOR,m544,superman,m
u8035,MARTHA,m544,superman,f
u8036,OTIS,m544,superman,m
u8037,PERRY,m544,superman,m
u8038,SUPERMAN,m544,superman,m
u8071,DYSON,m547,terminator 2: judgment day,m
u8072,JOHN,m547,terminator 2: judgment day,m
u8073,REESE,m547,terminator 2: judgment day,m
u8074,SARAH,m547,terminator 2: judgment day,f
u8075,SILBERMAN,m547,terminator 2: judgment day,m
u8076,TARISSA,m547,terminator 2: judgment day,f
u8077,TERMINATOR,m547,terminator 2: judgment day,m
u8078,TIM,m547,terminator 2: judgment day,m
u8079,VIDEO SARAH,m547,terminator 2: judgment day,f
u8080,VIDEO SILBERMAN,m547,terminator 2: judgment day,m
u8091,BREEN,m549,the terminator,x
u8092,CLERK,m549,the terminator,m
u8093,GINGER,m549,the terminator,f
u8094,MR. MILLER,m549,the terminator,m
u8095,REESE,m549,the terminator,m
u8096,SARAH,m549,the terminator,f
u8097,SILBERMAN,m549,the terminator,m
u8098,TERMINATOR,m549,the terminator,m
u8099,TRAXLER,m549,the terminator,m
u8100,VUKOVICH,m549,the terminator,m
u8188,2ND BOY,m556,the x files,m
u8189,BARMAID,m556,the x files,f
u8190,BYERS,m556,the x files,m
u8191,CASSIDY,m556,the x files,f
u8192,CIGARETTE SMOKING MAN,m556,the x files,m
u8193,DETECTIVE,m556,the x files,x
u8194,DR. BRONSCHWEIG,m556,the x files,m
u8195,FIELD AGENT,m556,the x files,x
u8196,KURTZWEIL,m556,the x files,m
u8197,MULDER,m556,the x files,m
u8198,SCULLY,m556,the x files,f
u8199,SKINNER,m556,the x files,m
u8200,STRUGHOLD,m556,the x files,m
u8201,WELL-MANICURED MAN,m556,the x files,m
u8202,YOUNG NAVAL GUARD,m556,the x files,m
u8203,CATHERINE,m557,the cell,f
u8204,COLE,m557,the cell,m
u8205,EDWARD,m557,the cell,m
u8206,HENRY,m557,the cell,m
u8207,MIRIAM,m557,the cell,f
u8208,NOVAK,m557,the cell,m
u8209,RAMSEY,m557,the cell,m
u8210,TEDDY LEE,m557,the cell,m
u8412,1ST VOICE,m571,thx 1138,x
u8413,2ND VOICE,m571,thx 1138,x
u8414,LUH,m571,thx 1138,f
u8415,NIN,m571,thx 1138,x
u8416,PTO,m571,thx 1138,m
u8417,SEN,m571,thx 1138,m
u8418,SRT,m571,thx 1138,m
u8419,THX,m571,thx 1138,m
u8420,TWA,m571,thx 1138,m
u8421,VOICE,m571,thx 1138,m
u8593,BEING,m583,star trek v: the final frontier,m
u8594,CHEKOV,m583,star trek v: the final frontier,m
u8595,CHEKOV'S IMAGE,m583,star trek v: the final frontier,m
u8596,COMMANDERS IMAGE,m583,star trek v: the final frontier,m
u8597,J'ONN,m583,star trek v: the final frontier,m
u8598,KIRK,m583,star trek v: the final frontier,m
u8599,KLAA,m583,star trek v: the final frontier,m
u8600,RIDER,m583,star trek v: the final frontier,x
u8601,SCOTTY,m583,star trek v: the final frontier,m
u8602,SPOCK,m583,star trek v: the final frontier,m
u8603,SULU,m583,star trek v: the final frontier,m
u8604,SYBOK,m583,star trek v: the final frontier,m
u8605,UHURA,m583,star trek v: the final frontier,f
u8606,VIXIS,m583,star trek v: the final frontier,f
u8607,ALAN,m584,tron,m
u8608,BIT,m584,tron,x
u8609,DILLINGER,m584,tron,m
u8610,DUMONT,m584,tron,m
u8611,FLYNN,m584,tron,m
u8612,GIBBS,m584,tron,m
u8613,LORA,m584,tron,f
u8614,MCP,m584,tron,m
u8615,RAM,m584,tron,m
u8616,SARK,m584,tron,m
u8617,TRON,m584,tron,m
u8618,YORI,m584,tron,f
u8654,ASTROPHYSICIST,m587,twelve monkeys,f
u8655,BEN,m587,twelve monkeys,x
u8656,BOTANIST,m587,twelve monkeys,m
u8657,COLE,m587,twelve monkeys,m
u8658,DR. FLETCHER,m587,twelve monkeys,m
u8659,DR. MASON,m587,twelve monkeys,x
u8660,ENGINEER,m587,twelve monkeys,m
u8661,FALE,m587,twelve monkeys,m
u8662,FRANKI,m587,twelve monkeys,m
u8663,JEFFREY,m587,twelve monkeys,m
u8664,JOSE,m587,twelve monkeys,m
u8665,MICROBIOLOGIST,m587,twelve monkeys,m
